prodcodeid,dmdid,productname,formulation,routeofadministration,drugsubstancename,substancestrength,termfromemis,weak_opiate,strong_opiate,opiates_all,opiate_all
929941000033119,36126811000001100,Morphine 15mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,15.000mg,morphine 15mg modified-release tablets,NA,1,1,1
930041000033110,4110711000001100,Morphine 100mg modified-release granules sachets sugar free,Modified-release granules,Oral,Morphine sulfate,100.000mg,morphine 100mg modified-release granules sachets sugar free,NA,1,1,1
930141000033114,4110811000001100,Morphine 200mg modified-release granules sachets sugar free,Modified-release granules,Oral,Morphine sulfate,200.000mg,morphine 200mg modified-release granules sachets sugar free,NA,1,1,1
930241000033119,4110911000001100,Morphine 60mg modified-release granules sachets sugar free,Modified-release granules,Oral,Morphine sulfate,60.000mg,morphine 60mg modified-release granules sachets sugar free,NA,1,1,1
930341000033112,36127511000001100,Morphine 5mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,5.000mg,morphine 5mg modified-release tablets,NA,1,1,1
931041000033118,,,,,,,morphine hydrochloride mixture 916 micrograms,NA,1,1,1
931541000033111,36128311000001100,Morphine sulfate 10mg/5ml oral solution,Oral solution,Oral,Morphine sulfate,2.000mg/1.000ml,morphine sulfate 10mg/5ml oral solution,NA,1,1,1
931641000033112,36128611000001100,Morphine sulfate 20mg/ml oral solution sugar free,Oral solution,Oral,Morphine sulfate,20.000mg/1.000ml,morphine sulfate 20mg/ml oral solution sugar free,NA,1,1,1
931741000033115,3521311000001100,Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free,Oral solution,Oral,Morphine sulfate,2.000mg/1.000ml,morphine sulfate 10mg/5ml oral solution unit dose vials sugar free,NA,1,1,1
931841000033113,3631411000001100,Morphine sulfate 100mg/5ml oral solution unit dose vials sugar free,Oral solution,Oral,Morphine sulfate,20.000mg/1.000ml,morphine sulfate 100mg/5ml oral solution unit dose vials sugar free,NA,1,1,1
931941000033117,3631511000001100,Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,Oral solution,Oral,Morphine sulfate,6.000mg/1.000ml,morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,NA,1,1,1
932041000033111,,,,,,,morphine oral solution 8.4 mg/ml,NA,1,1,1
933141000033115,36127011000001100,Morphine 200mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,200.000mg,morphine 200mg modified-release tablets,NA,1,1,1
933241000033110,,,,,,,morphine sulfate sachets 20 mg,NA,1,1,1
933341000033117,,,,,,,morphine sulfate sachets 30 mg,NA,1,1,1
933841000033114,322428003,Morphine sulfate 15mg suppositories,Suppository,Rectal,Morphine sulfate,15.000mg,morphine sulfate 15mg suppositories,NA,1,1,1
933941000033118,322455007,Morphine sulfate 30mg suppositories,Suppository,Rectal,Morphine sulfate,30.000mg,morphine sulfate 30mg suppositories,NA,1,1,1
934141000033117,322432009,Morphine sulfate 10mg suppositories,Suppository,Rectal,Morphine sulfate,10.000mg,morphine sulfate 10mg suppositories,NA,1,1,1
934241000033112,322433004,Morphine sulfate 20mg suppositories,Suppository,Rectal,Morphine sulfate,20.000mg,morphine sulfate 20mg suppositories,NA,1,1,1
934341000033119,,,,,,,morphine hydrochloride suppositories 30 mg,NA,1,1,1
934641000033110,322446009,Morphine hydrochloride 15mg suppositories,Suppository,Rectal,Morphine hydrochloride,15.000mg,morphine hydrochloride 15mg suppositories,NA,1,1,1
936441000033115,322708003,Morphine 10mg tablets,Tablet,Oral,Morphine sulfate,10.000mg,morphine 10mg tablets,NA,1,1,1
936541000033119,36126211000001100,Morphine 100mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,100.000mg,morphine 100mg modified-release tablets,NA,1,1,1
936641000033118,36127311000001100,Morphine 30mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,30.000mg,morphine 30mg modified-release tablets,NA,1,1,1
936741000033110,36127711000001100,Morphine 60mg modified-release tablets,Modified-release tablet,Oral,Morphine sulfate,60.000mg,morphine 60mg modified-release tablets,NA,1,1,1
938241000033117,322728004,Morphine 50mg tablets,Tablet,Oral,Morphine sulfate,50.000mg,morphine 50mg tablets,NA,1,1,1
939541000033110,322709006,Morphine 20mg tablets,Tablet,Oral,Morphine sulfate,20.000mg,morphine 20mg tablets,NA,1,1,1
940041000033111,272811000001105,MST Continus 15mg tablets,Modified-release tablet,Oral,Morphine sulfate,15.000mg,mst continus 15mg tablets (napp pharmaceuticals ltd),NA,1,1,1
940141000033110,4088611000001100,MST Continus suspension 100mg granules sachets,Modified-release granules,Oral,Morphine sulfate,100.000mg,mst continus suspension 100mg granules sachets (napp pharmaceuticals ltd),NA,1,1,1
940241000033115,4089211000001100,MST Continus suspension 200mg granules sachets,Modified-release granules,Oral,Morphine sulfate,200.000mg,mst continus suspension 200mg granules sachets (napp pharmaceuticals ltd),NA,1,1,1
940341000033113,4088311000001100,MST Continus suspension 60mg granules sachets,Modified-release granules,Oral,Morphine sulfate,60.000mg,mst continus suspension 60mg granules sachets (napp pharmaceuticals ltd),NA,1,1,1
940441000033119,922411000001105,MST Continus 5mg tablets,Modified-release tablet,Oral,Morphine sulfate,5.000mg,mst continus 5mg tablets (napp pharmaceuticals ltd),NA,1,1,1
940741000033114,4379311000001100,MST Continus suspension 20mg granules sachets,Modified-release granules,Oral,Morphine sulfate,20.000mg,mst continus suspension 20mg granules sachets (napp pharmaceuticals ltd),NA,1,1,1
940841000033116,4380011000001100,MST Continus suspension 30mg granules sachets,Modified-release granules,Oral,Morphine sulfate,30.000mg,mst continus suspension 30mg granules sachets (napp pharmaceuticals ltd),NA,1,1,1
940941000033112,3077711000001100,MST Continus 10mg tablets,Modified-release tablet,Oral,Morphine sulfate,10.000mg,mst continus 10mg tablets (napp pharmaceuticals ltd),NA,1,1,1
941041000033119,2883611000001100,MST Continus 100mg tablets,Modified-release tablet,Oral,Morphine sulfate,100.000mg,mst continus 100mg tablets (napp pharmaceuticals ltd),NA,1,1,1
941141000033115,3078711000001100,MST Continus 30mg tablets,Modified-release tablet,Oral,Morphine sulfate,30.000mg,mst continus 30mg tablets (napp pharmaceuticals ltd),NA,1,1,1
941241000033110,2883211000001100,MST Continus 60mg tablets,Modified-release tablet,Oral,Morphine sulfate,60.000mg,mst continus 60mg tablets (napp pharmaceuticals ltd),NA,1,1,1
941341000033117,394011000001106,MST Continus 200mg tablets,Modified-release tablet,Oral,Morphine sulfate,200.000mg,mst continus 200mg tablets (napp pharmaceuticals ltd),NA,1,1,1
944041000033117,3883211000001100,MXL 120mg capsules,Modified-release capsule,Oral,Morphine sulfate,120.000mg,mxl 120mg capsules (napp pharmaceuticals ltd),NA,1,1,1
944141000033118,3882911000001100,MXL 150mg capsules,Modified-release capsule,Oral,Morphine sulfate,150.000mg,mxl 150mg capsules (napp pharmaceuticals ltd),NA,1,1,1
944241000033113,4388011000001100,MXL 200mg capsules,Modified-release capsule,Oral,Morphine sulfate,200.000mg,mxl 200mg capsules (napp pharmaceuticals ltd),NA,1,1,1
944341000033115,3651811000001100,MXL 30mg capsules,Modified-release capsule,Oral,Morphine sulfate,30.000mg,mxl 30mg capsules (napp pharmaceuticals ltd),NA,1,1,1
944441000033114,3778211000001100,MXL 60mg capsules,Modified-release capsule,Oral,Morphine sulfate,60.000mg,mxl 60mg capsules (napp pharmaceuticals ltd),NA,1,1,1
944541000033110,3882611000001100,MXL 90mg capsules,Modified-release capsule,Oral,Morphine sulfate,90.000mg,mxl 90mg capsules (napp pharmaceuticals ltd),NA,1,1,1
9809641000033110,27992811000001100,Reltebon 15mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,15.000mg,reltebon 15mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9809741000033110,27993011000001100,Reltebon 30mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,30.000mg,reltebon 30mg modified-release tablets (accord healthcare ltd),NA,1,1,1
9809841000033110,27993311000001100,Reltebon 60mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,60.000mg,reltebon 60mg modified-release tablets (accord healthcare ltd),NA,1,1,1
